Bike_ID,Brand,Model_Name,Category,Engine_CC,Max_Power_bhp,Max_Torque_Nm,Top_Speed_kmph,Mileage_kmpl,Price_INR,Country_Origin,Launch_Year,ABS,Fuel_Type,Transmission,Popular_in_India,Description
B0333,Ultraviolette,Turbo 390 Pro,Touring,0,20.2,127.2,79,,1197805,India,2015,No,Electric,Automatic,Yes,Long-distance touring motorcycle
B0334,Ducati,GT 150,Naked,125,16.6,11.1,100,42.4,380046,Italy,2006,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0335,MV Agusta,X 400 S,Commuter,110,10.3,9.7,120,60.9,169932,Italy,2011,Yes,Petrol,Manual,No,Fuel-efficient daily commuter
B0336,KTM,GT 650 S,Cruiser,1200,95.0,106.8,223,10.4,1325903,Austria,2006,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0337,Honda,S 400,Sports,1000,121.2,91.3,222,13.2,2884689,Japan,2023,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0338,Kawasaki,V 500,Sports,600,78.8,78.2,178,18.3,1458734,Japan,2019,No,Petrol,Automatic,No,High-performance sportbike
B0339,TVS,Classic 350 X,Adventure,390,43.9,39.4,205,16.5,629445,India,2017,No,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0340,BMW,S 150 Z,Classic,350,45.4,33.5,195,26.8,811506,Germany,2023,Yes,Hybrid,Manual,No,Retro-inspired motorcycle with thumping torque
B0341,Bajaj,Turbo 250 Z,Adventure,250,24.4,29.3,124,32.0,1693587,India,2007,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0342,Ultraviolette,S 800,Commuter,100,15.9,10.7,118,45.6,162590,India,2023,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0343,MV Agusta,Thunder 650 S,Cruiser,350,54.5,37.8,156,27.8,958810,Italy,2008,Yes,Petrol,Automatic,No,Comfort-focused road cruiser
B0344,Hero,S 300,Cruiser,750,76.2,60.2,187,15.9,1550178,India,2009,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0345,Ampere,F 125 R,Electric,0,14.7,104.2,62,,371981,India,2009,No,Electric,Automatic,Yes,Electric powertrain with instant torque
B0346,Suzuki,S 300 Z,Commuter,110,13.1,12.9,124,44.2,145132,Japan,2018,Yes,Petrol,Automatic,No,Fuel-efficient daily commuter
B0347,BMW,X 400 X,Classic,750,83.2,78.7,170,9.7,1819079,Germany,2021,No,Petrol,Manual,No,Retro-inspired motorcycle with thumping torque
B0348,TVS,F 650,Cruiser,350,51.6,39.5,146,28.6,1764530,India,2018,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0349,Yamaha,V 200 R,Electric,0,11.6,139.0,136,,1498700,Japan,2023,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0350,Triumph,Turbo 110 R,Sports,390,61.4,31.3,175,19.1,557628,UK,2016,Yes,Petrol,Automatic,No,High-performance sportbike
B0351,Ather,SR 350 R,Commuter,100,9.0,8.9,109,63.5,228690,India,2025,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0352,Yezdi,Classic 100,Cruiser,750,64.6,50.9,211,13.7,2008414,India,2017,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0353,Harley-Davidson,Pro 1000 X,Cruiser,350,61.9,34.6,180,29.4,4327304,USA,2024,No,Petrol,Automatic,No,Comfort-focused road cruiser
B0354,Ather,V 800 Pro,Cruiser,750,75.6,72.1,190,16.8,2262516,India,2022,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0355,Hero,R 100 X,Naked,125,16.2,10.1,118,40.1,153657,India,2024,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0356,Aprilia,R 110 Z,Sports,155,39.1,24.4,171,39.3,560185,Italy,2013,Yes,Petrol,Automatic,No,Entry-level performance machine
B0357,MV Agusta,Classic 200 R,Commuter,100,8.7,10.3,103,40.3,230619,Italy,2010,Yes,Petrol,Automatic,No,Fuel-efficient daily commuter
B0358,Bajaj,Thunder 150 Z,Sports,600,77.7,54.1,164,8.9,1275625,India,2009,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0359,Aprilia,X 500 X,Naked,300,28.2,20.3,120,30.3,1250797,Italy,2005,Yes,Petrol,Manual,No,Entry-level performance machine
B0360,Harley-Davidson,Pro 250 S,Sports,600,62.2,79.9,171,12.4,973703,USA,2022,Yes,Petrol,Manual,Yes,High-performance sportbike
B0361,Honda,V 650 X,Naked,125,12.3,8.5,140,47.5,423225,Japan,2017,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0362,KTM,Turbo 390 X,Naked,125,8.7,12.7,102,46.2,804067,Austria,2007,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0363,Jawa,X 350 Z,Adventure,250,36.2,14.2,160,21.0,1099717,India,2023,Yes,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0364,TVS,R 110 X,Commuter,110,10.4,10.0,143,46.1,197259,India,2011,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0365,Royal Enfield,Classic 110 Pro,Adventure,650,76.6,69.4,230,10.0,1442648,India,2025,Yes,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0366,Triumph,GT 100 X,Classic,250,24.5,15.4,161,31.9,670438,UK,2009,Yes,Petrol,Manual,No,Retro-inspired motorcycle with thumping torque
B0367,Ducati,SR 125 Z,Classic,750,67.2,62.5,171,15.5,562736,Italy,2024,Yes,Petrol,Manual,No,Retro-inspired motorcycle with thumping torque
B0368,KTM,Turbo 800,Adventure,390,37.7,44.9,200,22.5,1185333,Austria,2018,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0369,Triumph,Turbo 100 Pro,Commuter,0,62.3,72.6,82,,154763,UK,2012,Yes,Electric,Manual,No,Fuel-efficient daily commuter
B0370,Ultraviolette,Classic 150 Pro,Commuter,125,10.8,10.5,112,45.0,108652,India,2009,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0371,Ultraviolette,Turbo 125 X,Touring,1000,140.4,107.9,214,7.0,1165658,India,2008,No,Petrol,Manual,Yes,Long-distance touring motorcycle
B0372,Kawasaki,GT 800 S,Classic,0,55.7,126.2,137,,401822,Japan,2007,Yes,Electric,Manual,No,Retro-inspired motorcycle with thumping torque
B0373,Ultraviolette,Turbo 200 Pro,Adventure,800,69.9,56.5,234,10.7,2358036,India,2006,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0374,Royal Enfield,Pro 100 X,Electric,0,77.4,109.3,121,,275519,India,2022,Yes,Electric,Manual,Yes,Electric powertrain with instant torque
B0375,Suzuki,GT 250 S,Electric,0,19.7,110.3,71,,183205,Japan,2019,No,Electric,Manual,No,Electric powertrain with instant torque
B0376,Yezdi,Classic 500 X,Commuter,0,46.7,67.0,69,,85223,India,2014,No,Electric,Manual,Yes,Fuel-efficient daily commuter
B0377,Triumph,SR 800,Adventure,250,28.4,28.9,152,38.9,2335016,UK,2016,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0378,KTM,Pro 650 R,Naked,200,26.0,15.8,150,34.7,1800331,Austria,2016,Yes,Hybrid,Automatic,No,Entry-level performance machine
B0379,Ducati,V 100 Pro,Naked,300,32.2,22.4,127,29.4,1547488,Italy,2011,No,Petrol,Manual,No,Entry-level performance machine
B0380,Kawasaki,Thunder 125 S,Sports,150,11.3,12.2,131,36.0,735290,Japan,2016,Yes,Petrol,Automatic,No,Entry-level performance machine
B0381,Aprilia,SR 110 Pro,Sports,1000,148.4,101.2,222,9.1,1954370,Italy,2014,No,Petrol,Automatic,No,High-performance sportbike
B0382,Ampere,V 150 X,Sports,250,39.2,14.8,142,25.7,499101,India,2010,No,Hybrid,Manual,Yes,Entry-level performance machine
B0383,MV Agusta,GT 150 Pro,Commuter,100,14.9,10.6,123,37.4,288997,Italy,2019,Yes,Hybrid,Automatic,No,Fuel-efficient daily commuter
B0384,Yezdi,R 100 X,Adventure,800,97.9,77.5,179,8.1,2285830,India,2014,No,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0385,BMW,S 650 X,Naked,300,38.3,28.4,128,33.6,505973,Germany,2007,No,Petrol,Automatic,Yes,Entry-level performance machine
B0386,Triumph,S 390 R,Naked,300,22.1,27.6,163,33.4,626236,UK,2017,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0387,Suzuki,Classic 100 S,Classic,411,69.1,46.9,151,18.2,964799,Japan,2018,Yes,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0388,BMW,GT 150 S,Adventure,800,81.0,56.7,235,17.1,1098654,Germany,2023,Yes,Hybrid,Automatic,No,Dual-purpose adventure tourer
B0389,Jawa,Thunder 200 Z,Sports,300,40.7,27.4,139,29.9,1094830,India,2009,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0390,Ather,F 1000,Cruiser,883,136.6,87.3,202,9.9,2488456,India,2020,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0391,TVS,Classic 400 X,Adventure,1200,108.1,111.2,268,13.2,1837692,India,2023,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0392,Royal Enfield,Turbo 650 R,Sports,250,26.8,20.7,178,39.1,293545,India,2025,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0393,Yezdi,S 800 R,Commuter,0,61.2,122.3,98,,77790,India,2022,No,Electric,Manual,Yes,Fuel-efficient daily commuter
B0394,Hero,V 250 X,Sports,300,42.8,15.6,129,30.1,616101,India,2019,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0395,TVS,GT 100 X,Sports,250,29.1,27.1,176,39.8,909429,India,2008,No,Petrol,Manual,Yes,Entry-level performance machine
B0396,Okinawa,GT 650 R,Sports,250,23.3,15.3,164,35.3,306582,India,2011,No,Petrol,Manual,Yes,Entry-level performance machine
B0397,Bajaj,F 390 Z,Sports,150,18.9,8.3,119,56.7,368546,India,2010,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0398,MV Agusta,R 125,Classic,0,78.4,92.9,104,,377105,Italy,2008,Yes,Electric,Manual,No,Retro-inspired motorcycle with thumping torque
B0399,Ultraviolette,GT 800 Z,Electric,0,24.1,107.4,72,,518822,India,2023,No,Electric,Automatic,Yes,Electric powertrain with instant torque
B0400,Bajaj,Classic 300 X,Sports,155,30.2,26.2,140,22.5,347231,India,2022,No,Petrol,Automatic,Yes,Entry-level performance machine
B0401,Royal Enfield,Turbo 110 X,Sports,250,38.4,25.0,173,28.9,852642,India,2007,No,Petrol,Manual,Yes,Entry-level performance machine
B0402,Harley-Davidson,Classic 125 Pro,Touring,1250,117.7,101.4,266,5.9,2773725,USA,2016,Yes,Petrol,Manual,No,Long-distance touring motorcycle
B0403,Brahmos,Thunder 110 R,Cruiser,883,109.5,112.8,254,10.9,2759804,India,2020,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0404,MV Agusta,Thunder 350 Z,Adventure,650,78.2,49.3,222,14.0,1160161,Italy,2010,No,Petrol,Manual,No,Dual-purpose adventure tourer
B0405,MV Agusta,V 400 Z,Cruiser,350,56.4,38.0,203,26.9,1337435,Italy,2006,No,Petrol,Manual,No,Comfort-focused road cruiser
B0406,Bajaj,Classic 1000 X,Classic,500,31.3,38.9,178,28.3,531797,India,2008,No,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0407,BMW,F 390,Naked,650,79.0,74.9,224,8.7,1417476,Germany,2015,No,Petrol,Automatic,Yes,High-performance sportbike
B0408,BMW,Classic 250,Sports,390,65.7,33.5,152,21.4,929521,Germany,2023,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0409,TVS,R 250 R,Commuter,100,8.4,11.9,127,52.7,181191,India,2023,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0410,Hero,Thunder 400 X,Electric,0,53.9,116.5,72,,1094162,India,2020,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0411,Brahmos,V 250 X,Sports,155,41.2,26.6,173,37.0,420019,India,2012,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0412,Triumph,R 650 Z,Commuter,100,11.3,11.4,133,49.0,144643,UK,2022,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0413,Suzuki,S 390 X,Classic,750,67.2,45.7,226,18.4,1369532,Japan,2025,No,Petrol,Automatic,No,Retro-inspired motorcycle with thumping torque
B0414,Triumph,Thunder 400 Pro,Commuter,110,9.8,8.9,143,60.6,254195,UK,2018,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0415,Ampere,V 500 Z,Naked,200,22.8,17.1,135,35.9,548456,India,2025,No,Petrol,Automatic,Yes,Entry-level performance machine
B0416,Royal Enfield,V 125 Pro,Cruiser,750,71.1,64.3,165,19.6,2055559,India,2015,Yes,Petrol,Manual,Yes,Comfort-focused road cruiser
B0417,Triumph,R 300 S,Cruiser,350,63.6,46.1,170,16.7,3425434,UK,2007,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0418,Bajaj,Classic 250 Z,Commuter,150,16.9,13.6,113,35.8,133594,India,2023,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0419,Royal Enfield,Classic 650 Pro,Adventure,650,79.0,53.6,195,18.6,869849,India,2025,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0420,Triumph,F 800 Pro,Sports,0,87.2,78.8,90,,721928,UK,2022,No,Electric,Manual,No,High-performance sportbike
B0421,Honda,V 200 Pro,Touring,650,94.4,50.6,216,15.6,4947752,Japan,2020,Yes,Petrol,Automatic,No,Long-distance touring motorcycle
B0422,Brahmos,R 1000 R,Naked,900,94.6,95.3,273,13.1,1020576,India,2025,Yes,Petrol,Manual,Yes,High-performance sportbike
B0423,Aprilia,Turbo 800,Sports,155,25.0,18.9,156,21.6,555401,Italy,2015,Yes,Petrol,Automatic,No,Entry-level performance machine
B0424,Jawa,F 400 S,Cruiser,750,76.6,51.4,208,19.3,1814560,India,2019,Yes,Petrol,Manual,Yes,Comfort-focused road cruiser
B0425,Ultraviolette,GT 100 X,Cruiser,1200,108.2,75.3,227,6.7,1870414,India,2020,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0426,Bajaj,SR 150 S,Cruiser,750,75.3,60.1,186,15.2,1588456,India,2009,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0427,Hero,V 150 Z,Cruiser,0,50.7,127.1,107,,1522436,India,2005,No,Electric,Manual,Yes,Comfort-focused road cruiser
B0428,Honda,Thunder 650 X,Naked,900,95.1,103.4,186,8.3,1090435,Japan,2013,Yes,Petrol,Manual,No,High-performance sportbike
B0429,Honda,Thunder 500 S,Cruiser,500,52.4,39.5,173,17.5,3742769,Japan,2009,No,Hybrid,Automatic,Yes,Comfort-focused road cruiser
B0430,Brahmos,GT 350 S,Sports,600,77.2,76.6,193,15.4,826753,India,2020,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0431,Jawa,F 500 X,Adventure,250,21.4,16.9,150,25.2,1338755,India,2019,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0432,Yamaha,Pro 350 X,Electric,0,83.9,96.3,78,,523437,Japan,2010,No,Electric,Manual,No,Electric powertrain with instant torque
B0433,MV Agusta,S 100 Z,Adventure,1200,154.4,84.8,243,11.8,2068064,Italy,2023,No,Petrol,Automatic,No,Dual-purpose adventure tourer
B0434,Bajaj,GT 100 Pro,Commuter,150,15.9,10.7,117,53.8,139794,India,2015,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0435,BMW,X 800,Sports,250,21.4,15.1,180,32.0,454451,Germany,2005,No,Petrol,Manual,No,Entry-level performance machine
B0436,Yezdi,Thunder 200,Classic,750,71.9,73.0,199,18.8,664879,India,2020,No,Petrol,Manual,Yes,Retro-inspired motorcycle with thumping torque
B0437,Kawasaki,Turbo 200 Z,Touring,1250,119.6,92.1,203,9.3,3581771,Japan,2020,Yes,Petrol,Manual,No,Long-distance touring motorcycle
B0438,Aprilia,V 350 X,Adventure,0,60.1,95.1,121,,1085641,Italy,2021,No,Electric,Manual,No,Dual-purpose adventure tourer
B0439,Royal Enfield,Pro 300 X,Adventure,250,38.0,27.0,142,25.1,613644,India,2010,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0440,Yezdi,X 110 X,Commuter,125,16.7,12.5,128,55.0,145037,India,2010,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0441,TVS,S 200,Commuter,100,8.2,10.4,100,36.9,157284,India,2024,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0442,Triumph,F 650,Classic,500,33.5,28.4,164,16.7,418830,UK,2025,Yes,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0443,Okinawa,F 1000 Z,Classic,350,60.8,28.7,194,15.3,572932,India,2020,No,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0444,Hero,S 150 R,Commuter,125,18.0,8.3,100,34.1,229686,India,2006,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0445,Harley-Davidson,Pro 400,Classic,0,90.5,81.7,122,,465329,USA,2022,No,Electric,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0446,Harley-Davidson,S 500 S,Sports,300,20.5,18.6,132,29.4,951511,USA,2009,No,Petrol,Automatic,No,Entry-level performance machine
B0447,Honda,F 500,Electric,0,21.4,89.2,120,,807527,Japan,2009,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0448,Suzuki,Turbo 200 R,Electric,0,12.7,83.1,66,,173083,Japan,2021,Yes,Electric,Manual,Yes,Electric powertrain with instant torque
B0449,Triumph,Pro 150 X,Cruiser,750,91.4,71.9,231,11.2,2221245,UK,2019,Yes,Hybrid,Manual,No,Comfort-focused road cruiser
B0450,Bajaj,S 400 Pro,Electric,0,21.4,69.2,65,,1133897,India,2016,Yes,Electric,Manual,Yes,Electric powertrain with instant torque
B0451,Kawasaki,Turbo 650 Pro,Commuter,110,12.0,8.8,112,47.6,212650,Japan,2014,No,Petrol,Automatic,No,Fuel-efficient daily commuter
B0452,TVS,Thunder 250,Cruiser,500,60.1,35.5,169,17.1,1506010,India,2005,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0453,Kawasaki,X 650 Z,Sports,150,11.8,13.9,110,47.4,1280470,Japan,2018,Yes,Petrol,Automatic,No,Entry-level performance machine
B0454,MV Agusta,V 650,Naked,0,90.0,102.4,61,,904867,Italy,2019,Yes,Electric,Automatic,No,High-performance sportbike
B0455,Triumph,Classic 800,Naked,500,65.2,27.1,208,20.0,776587,UK,2025,No,Petrol,Automatic,Yes,High-performance sportbike
B0456,Hero,Pro 400 S,Touring,650,72.2,59.8,224,9.3,1328459,India,2006,No,Petrol,Manual,Yes,Long-distance touring motorcycle
B0457,Aprilia,Turbo 200 Z,Electric,0,80.4,111.5,118,,1933593,Italy,2014,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0458,MV Agusta,Thunder 390,Sports,155,32.9,17.1,169,27.2,387705,Italy,2018,Yes,Petrol,Manual,No,Entry-level performance machine
B0459,Harley-Davidson,R 250,Cruiser,1200,129.1,116.7,291,7.6,4115992,USA,2010,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0460,Jawa,Turbo 125,Adventure,0,41.4,135.2,75,,645943,India,2022,Yes,Electric,Manual,Yes,Dual-purpose adventure tourer
B0461,Triumph,R 110 S,Commuter,125,9.8,10.2,123,42.1,147484,UK,2014,No,Petrol,Manual,No,Fuel-efficient daily commuter
B0462,Ultraviolette,Turbo 100 Pro,Sports,390,64.8,35.4,179,23.5,856959,India,2021,Yes,Petrol,Manual,Yes,High-performance sportbike
B0463,Aprilia,Turbo 500 X,Classic,0,38.5,44.6,101,,325914,Italy,2012,No,Electric,Automatic,No,Retro-inspired motorcycle with thumping torque
B0464,MV Agusta,V 500 Pro,Touring,650,82.9,72.9,199,14.7,2025062,Italy,2020,Yes,Petrol,Manual,No,Long-distance touring motorcycle
B0465,Hero,Pro 125 Pro,Sports,250,26.1,25.3,176,31.6,460489,India,2020,No,Petrol,Manual,Yes,Entry-level performance machine
B0466,Hero,GT 300 Pro,Cruiser,1200,108.0,76.9,192,10.4,1311266,India,2014,Yes,Petrol,Manual,Yes,Comfort-focused road cruiser
B0467,Suzuki,X 400 S,Naked,200,21.5,20.2,140,22.8,856541,Japan,2012,Yes,Petrol,Manual,No,Entry-level performance machine
B0468,BMW,Pro 800 Z,Cruiser,0,28.6,128.6,94,,660239,Germany,2005,Yes,Electric,Automatic,No,Comfort-focused road cruiser
B0469,Ather,S 500 Pro,Adventure,390,56.1,28.1,192,21.7,1406830,India,2012,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0470,KTM,Pro 350 Pro,Electric,0,30.3,108.0,119,,2064435,Austria,2020,Yes,Electric,Manual,Yes,Electric powertrain with instant torque
B0471,Yamaha,SR 400 Z,Commuter,125,16.9,11.4,119,33.6,177015,Japan,2011,No,Petrol,Automatic,No,Fuel-efficient daily commuter
B0472,Brahmos,Classic 500 S,Touring,1250,136.4,89.3,206,9.6,2047492,India,2005,Yes,Petrol,Automatic,Yes,Long-distance touring motorcycle
B0473,Hero,Thunder 390,Naked,900,117.5,74.9,292,11.5,836072,India,2016,No,Petrol,Manual,Yes,High-performance sportbike
B0474,Honda,Classic 300 R,Commuter,100,12.4,9.2,100,38.9,220564,Japan,2024,Yes,Petrol,Manual,No,Fuel-efficient daily commuter
B0475,Okinawa,Turbo 250 Pro,Cruiser,750,88.2,66.2,160,10.4,2085961,India,2022,No,Petrol,Manual,Yes,Comfort-focused road cruiser
B0476,Ultraviolette,S 500,Naked,650,62.6,49.5,168,9.5,1373647,India,2005,No,Petrol,Manual,Yes,High-performance sportbike
B0477,MV Agusta,V 500 Z,Adventure,800,77.1,68.6,166,18.2,2452512,Italy,2016,No,Petrol,Automatic,No,Dual-purpose adventure tourer
B0478,Royal Enfield,SR 100 S,Touring,1250,112.1,93.5,222,5.8,1994247,India,2012,No,Petrol,Manual,Yes,Long-distance touring motorcycle
B0479,Ultraviolette,V 110,Sports,600,79.2,73.3,235,17.6,1094845,India,2015,No,Petrol,Manual,Yes,High-performance sportbike
B0480,Royal Enfield,Pro 800 R,Commuter,100,15.4,12.6,140,47.9,96733,India,2017,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0481,Brahmos,R 800 R,Touring,0,70.3,95.9,116,,629801,India,2008,No,Electric,Manual,Yes,Long-distance touring motorcycle
B0482,Ampere,Thunder 110 Z,Commuter,150,15.2,12.0,100,48.1,239696,India,2025,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0483,MV Agusta,Turbo 390 S,Commuter,110,8.1,12.3,137,61.6,207845,Italy,2020,No,Petrol,Automatic,No,Fuel-efficient daily commuter
B0484,Kawasaki,GT 800 Pro,Sports,150,15.0,11.1,141,60.2,966794,Japan,2024,No,Petrol,Automatic,Yes,Entry-level performance machine
B0485,Yamaha,Pro 400,Electric,0,25.5,130.9,67,,1027757,Japan,2016,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0486,TVS,F 350,Cruiser,883,113.2,104.7,222,11.2,1644837,India,2012,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0487,Hero,SR 350 Z,Naked,200,38.4,29.2,141,36.1,565235,India,2005,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0488,TVS,Pro 110 R,Classic,411,55.3,47.8,186,15.7,279602,India,2010,Yes,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0489,Brahmos,SR 125 R,Commuter,100,11.1,8.6,143,35.5,201658,India,2019,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0490,Okinawa,Classic 500 R,Classic,650,99.9,75.9,168,9.4,815257,India,2015,No,Hybrid,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0491,Triumph,F 150 Pro,Classic,650,94.2,55.3,179,11.9,565493,UK,2007,No,Petrol,Manual,No,Retro-inspired motorcycle with thumping torque
B0492,MV Agusta,GT 390 X,Naked,900,116.2,101.1,202,8.2,1499831,Italy,2023,No,Petrol,Automatic,No,High-performance sportbike
B0493,BMW,SR 150 R,Naked,0,19.3,48.4,110,,487883,Germany,2013,Yes,Electric,Automatic,No,High-performance sportbike
B0494,Kawasaki,SR 400 Pro,Adventure,800,73.5,60.8,215,12.9,2385527,Japan,2025,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0495,TVS,Pro 390 Z,Cruiser,350,67.1,27.5,149,20.4,1585206,India,2014,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0496,MV Agusta,SR 650 Z,Commuter,110,17.0,12.4,116,30.3,179136,Italy,2020,No,Hybrid,Manual,No,Fuel-efficient daily commuter
B0497,Jawa,SR 150 R,Commuter,150,15.0,11.3,129,58.9,171336,India,2018,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0498,Suzuki,Turbo 1000 Z,Cruiser,350,53.1,28.2,141,22.5,4003072,Japan,2015,No,Petrol,Automatic,No,Comfort-focused road cruiser
B0499,BMW,GT 125 S,Commuter,150,10.5,10.3,134,45.5,229511,Germany,2010,No,Hybrid,Manual,Yes,Fuel-efficient daily commuter
B0500,KTM,S 350 Pro,Sports,155,42.8,20.2,133,24.7,1590087,Austria,2015,Yes,Petrol,Manual,No,Entry-level performance machine
